Sentença;Entidade 1;Tipo Entidade 1;Relacao;Entidade 2;Tipo Entidade 2
Nada nos move contra a Transgás, emendou o dirigente agrícola Orlando Gonçalves.;Transgás;ORG;emendou;Orlando Gonçalves;PER
Não lhe passa pela cabeça que Santos Ferreira, com o que sabe da Caixa, fique em excelente posição para ganhar quota de mercado ao banco público, que vai este ano dar mais de 800s de lucros, dos quais 400s vão direitinhos para os cofres do Estado a título de IRC.;Santos Ferreira;PER;;IRC;MISC
Não lhe passa pela cabeça que Santos Ferreira, com o que sabe da Caixa, fique em excelente posição para ganhar quota de mercado ao banco público, que vai este ano dar mais de 800s de lucros, dos quais 400s vão direitinhos para os cofres do Estado a título de IRC.;Santos Ferreira;PER;com o que sabe da;Caixa;ORG
Não lhe passa pela cabeça que Santos Ferreira, com o que sabe da Caixa, fique em excelente posição para ganhar quota de mercado ao banco público, que vai este ano dar mais de 800s de lucros, dos quais 400s vão direitinhos para os cofres do Estado a título de IRC.;Santos Ferreira;PER;;Estado;LOC
Não lhe passa pela cabeça que Santos Ferreira, com o que sabe da Caixa, fique em excelente posição para ganhar quota de mercado ao banco público, que vai este ano dar mais de 800s de lucros, dos quais 400s vão direitinhos para os cofres do Estado a título de IRC.;IRC;MISC;;Caixa;ORG
Não lhe passa pela cabeça que Santos Ferreira, com o que sabe da Caixa, fique em excelente posição para ganhar quota de mercado ao banco público, que vai este ano dar mais de 800s de lucros, dos quais 400s vão direitinhos para os cofres do Estado a título de IRC.;IRC;MISC;a título de;Estado;LOC
Não lhe passa pela cabeça que Santos Ferreira, com o que sabe da Caixa, fique em excelente posição para ganhar quota de mercado ao banco público, que vai este ano dar mais de 800s de lucros, dos quais 400s vão direitinhos para os cofres do Estado a título de IRC.;Caixa;ORG;;Estado;LOC
Não temos certeza de que aquela carga era ilegal, mas sabemos que 80% da atividade madeireira no Brasil é irregular e que a Selvaplac tem uma tradição de envolvimento com madeira ilegalmente extraída', disse à Folha Rebeca Lerer, ativista brasileira do Greenpeace.;Greenpeace;ORG;;Selvaplac;LOC
Não temos certeza de que aquela carga era ilegal, mas sabemos que 80% da atividade madeireira no Brasil é irregular e que a Selvaplac tem uma tradição de envolvimento com madeira ilegalmente extraída', disse à Folha Rebeca Lerer, ativista brasileira do Greenpeace.;Folha;;disse à;Rebeca Lerer;
Não temos certeza de que aquela carga era ilegal, mas sabemos que 80% da atividade madeireira no Brasil é irregular e que a Selvaplac tem uma tradição de envolvimento com madeira ilegalmente extraída', disse à Folha Rebeca Lerer, ativista brasileira do Greenpeace.;Greenpeace;ORG;ativista brasileira do;Rebeca Lerer;LOC
Não temos certeza de que aquela carga era ilegal, mas sabemos que 80% da atividade madeireira no Brasil é irregular e que a Selvaplac tem uma tradição de envolvimento com madeira ilegalmente extraída', disse à Folha Rebeca Lerer, ativista brasileira do Greenpeace.;Selvaplac;LOC;;Rebeca Lerer;LOC
Nesse grupo , destaque para Via Varejo , Magazine Luiza , Carrefour e B2W , dona das marcas Americanas.com e Submarino .;B2W;ORG;dona das marcas;Americanas.com;MISC
Nesse grupo , destaque para Via Varejo , Magazine Luiza , Carrefour e B2W , dona das marcas Americanas.com e Submarino .;B2W;ORG;;Via Varejo;LOC
Nesse grupo , destaque para Via Varejo , Magazine Luiza , Carrefour e B2W , dona das marcas Americanas.com e Submarino .;B2W;ORG;dona das marcas;Submarino;LOC
Nesse grupo , destaque para Via Varejo , Magazine Luiza , Carrefour e B2W , dona das marcas Americanas.com e Submarino .;Americanas.com;MISC;;Via Varejo;LOC
Nesse grupo , destaque para Via Varejo , Magazine Luiza , Carrefour e B2W , dona das marcas Americanas.com e Submarino .;Americanas.com;MISC;;Submarino;LOC
Nesse grupo , destaque para Via Varejo , Magazine Luiza , Carrefour e B2W , dona das marcas Americanas.com e Submarino .;Via Varejo;LOC;;Submarino;LOC
Neste mês , por exemplo , com esse propósito , a Unimed Federação Minas firmou uma parceria com duas cooperativas financeiras , o Sicoob Credicom e a Unicred .;Unicred;ORG;;Sicoob Credicom;ORG
Neste mês , por exemplo , com esse propósito , a Unimed Federação Minas firmou uma parceria com duas cooperativas financeiras , o Sicoob Credicom e a Unicred .;Unicred;ORG;firmou uma parceria com;Unimed Federação Minas;LOC
Neste mês , por exemplo , com esse propósito , a Unimed Federação Minas firmou uma parceria com duas cooperativas financeiras , o Sicoob Credicom e a Unicred .;Sicoob Credicom;ORG;firmou uma parceria com;Unimed Federação Minas;LOC
New Scientist não pode contatar Hale.;Hale;LOC;não pode contatar;New Scientist;ORG
No mês passado, o presidente da Câmara de Nova Iorque, Michael Bloomberg, decidiu entregar o cartão de militante do Partido Conservador .;Partido Conservador;ORG;;Michael Bloomberg;PER
No mês passado, o presidente da Câmara de Nova Iorque, Michael Bloomberg, decidiu entregar o cartão de militante do Partido Conservador .;Partido Conservador;ORG;;Câmara de Nova Iorque;LOC
No mês passado, o presidente da Câmara de Nova Iorque, Michael Bloomberg, decidiu entregar o cartão de militante do Partido Conservador .;Michael Bloomberg;PER;presidente da;Câmara de Nova Iorque;LOC
Ninhais que eram ocupados há 650 anos sumiram , contou David Vaughan à Folha.;Folha;LOC;contou;David Vaughan;PER
No ano passado , o Banco Votorantim selou uma parceria com o Banco Neon , cujo parceiro foi liquidado pelo Banco Central .;Banco Central;LOC;cujo parceiro foi liquidado pelo;Banco Neon;ORG
No ano passado , o Banco Votorantim selou uma parceria com o Banco Neon , cujo parceiro foi liquidado pelo Banco Central .;Banco Central;LOC;;Banco Votorantim;ORG
No ano passado , o Banco Votorantim selou uma parceria com o Banco Neon , cujo parceiro foi liquidado pelo Banco Central .;Banco Neon;ORG;selou uma parceria com;Banco Votorantim;ORG
No entanto, Christina Eisenberg, uma bióloga que estuda os lobos e trabalha para o Serviço Americano de Vida Selvagem e Aquática conta que parou de usar o sistema porque ele travava inesperadamente.;Christina Eisenberg;PER;trabalha para o;Serviço Americano de Vida Selvagem;ORG
No fim de janeiro , Corinthians anunciou o Banco BMG como parceiro .;Corinthians;ORG;anunciou o;Banco BMG;ORG
No início do ano , representantes do N26 anunciaram expansão para os Estados Unidos , ainda no primeiro semestre de 2019 , e , posteriormente , para o Brasil .;Estados Unidos;LOC;;Brasil;LOC
No início do ano , representantes do N26 anunciaram expansão para os Estados Unidos , ainda no primeiro semestre de 2019 , e , posteriormente , para o Brasil .;Estados Unidos;LOC;anunciaram expansão para os;N26;MISC
No início do ano , representantes do N26 anunciaram expansão para os Estados Unidos , ainda no primeiro semestre de 2019 , e , posteriormente , para o Brasil .;Brasil;LOC;;N26;MISC
No início, a ACT preparou 30 óvulos de vaca, extraindo-lhes o núcleo e fundindo-os com células adultas preservadas do banteng de San Diego.;San Diego;LOC;;ACT;ORG
No primeiro momento , o app irá destacar os pagamentos feitos a Netflix , iFood , Spotify , Uber e PayPal , os serviços digitais mais usados pelos clientes na plataforma da Neon , afirma a fintech em nota .;Spotify;ORG;;Neon;ORG
No primeiro momento , o app irá destacar os pagamentos feitos a Netflix , iFood , Spotify , Uber e PayPal , os serviços digitais mais usados pelos clientes na plataforma da Neon , afirma a fintech em nota .;Spotify;ORG;;Netflix;ORG
No primeiro momento , o app irá destacar os pagamentos feitos a Netflix , iFood , Spotify , Uber e PayPal , os serviços digitais mais usados pelos clientes na plataforma da Neon , afirma a fintech em nota .;PayPal;ORG;os serviços digitais mais usados pelos clientes na plataforma da;Neon;ORG
No primeiro momento , o app irá destacar os pagamentos feitos a Netflix , iFood , Spotify , Uber e PayPal , os serviços digitais mais usados pelos clientes na plataforma da Neon , afirma a fintech em nota .;PayPal;ORG;;Netflix;ORG
No próximo domingo , termina o prazo de inscrições para o espaço FintechCoopLab , iniciativa coordenada pelo FintechLab e pelo Torq em parceria com a Confebras , realizadora do evento .;Confebras;LOC;em parceria com;Torq;MISC
No próximo domingo , termina o prazo de inscrições para o espaço FintechCoopLab , iniciativa coordenada pelo FintechLab e pelo Torq em parceria com a Confebras , realizadora do evento .;Confebras;LOC;;FintechCoopLab;MISC
No próximo domingo , termina o prazo de inscrições para o espaço FintechCoopLab , iniciativa coordenada pelo FintechLab e pelo Torq em parceria com a Confebras , realizadora do evento .;Confebras;LOC;;FintechLab;ORG
No próximo domingo , termina o prazo de inscrições para o espaço FintechCoopLab , iniciativa coordenada pelo FintechLab e pelo Torq em parceria com a Confebras , realizadora do evento .;Torq;MISC;e pelo;FintechCoopLab;MISC
No próximo domingo , termina o prazo de inscrições para o espaço FintechCoopLab , iniciativa coordenada pelo FintechLab e pelo Torq em parceria com a Confebras , realizadora do evento .;Torq;MISC;;FintechLab;ORG
No próximo domingo , termina o prazo de inscrições para o espaço FintechCoopLab , iniciativa coordenada pelo FintechLab e pelo Torq em parceria com a Confebras , realizadora do evento .;FintechCoopLab;MISC;iniciativa coordenada pelo;FintechLab;ORG
No PSD deu-se mais um passo para a irrelevância, ou ainda pior, para tornar o partido um mero gestor alternativo das políticas do PS.;PS;ORG;;PSD;ORG
Aparelhos norte-americano dispararam mísseis e lançaram bombas sobre posições iraquianas no norte do país 'em resposta a disparos de artilharia anti-aérea' do Iraque, anunciou o Pentágono em comunicado.;Iraque;LOC;;Pentágono;LOC
Nos Estados Unidos , Indigo consegue aumentar produção em até 10% Do desenvolvimento da lavoura , à plataformas de comercialização e contratos com blockchain e logística , ela é conhecida como o Google do Agro .;Estados Unidos;LOC;Nos;Indigo;LOC
Nos Estados Unidos , Indigo consegue aumentar produção em até 10% Do desenvolvimento da lavoura , à plataformas de comercialização e contratos com blockchain e logística , ela é conhecida como o Google do Agro .;Estados Unidos;LOC;;Google do Agro;MISC
Nos Estados Unidos , Indigo consegue aumentar produção em até 10% Do desenvolvimento da lavoura , à plataformas de comercialização e contratos com blockchain e logística , ela é conhecida como o Google do Agro .;Indigo;LOC;conhecida como o;Google do Agro;MISC
Serrambi Viagens e Turismo é uma das mais tradicionais agências de viagens de Pernambuco.;Serrambi Viagens e Turismo;MISC;é uma das mais tradicionais agências de viagens de;Pernambuco;LOC
Nossa meta é alcançar 10 mil empréstimos por mês , contou Mellissa Penteado , CEO do Bancoin .;Bancoin;LOC;CEO do;Mellissa Penteado;PER
Nossas equipes já há algum tempo estão sendo dirigidas pelo professor Brasil, uma das brilhantes crias de Ronaldo Goldone que mesmo não estando a frente de nossas equipes continua atuando em as atividades do Niterói Rugby.;Brasil;LOC;;Niterói Rugby;PER
Nossas equipes já há algum tempo estão sendo dirigidas pelo professor Brasil, uma das brilhantes crias de Ronaldo Goldone que mesmo não estando a frente de nossas equipes continua atuando em as atividades do Niterói Rugby.;Brasil;LOC;;Ronaldo Goldone;PER
Nossas equipes já há algum tempo estão sendo dirigidas pelo professor Brasil, uma das brilhantes crias de Ronaldo Goldone que mesmo não estando a frente de nossas equipes continua atuando em as atividades do Niterói Rugby.;Niterói Rugby;PER;;Ronaldo Goldone;PER
WeDo adere à APOGEP IPMA alarga presença internacional Eventos SOVNET .;WeDo;MISC;alarga presença internacional;Eventos SOVNET;ORG
WeDo adere à APOGEP IPMA alarga presença internacional Eventos SOVNET .;WeDo;MISC;adere à;APOGEP IPMA;ORG
WeDo adere à APOGEP IPMA alarga presença internacional Eventos SOVNET .;Eventos SOVNET;ORG;;APOGEP IPMA;ORG
Nubank tem aval do BC para ser instituição financeira e lança cartão de débito .;Nubank;LOC;tem aval do;BC;ORG
Nuno Severiano Teixeira reúne-se ainda com o comandante da força da Nato ISAF no Afeganistão, General Dan McNeill.;Afeganistão;LOC;no;Nato ISAF;ORG
Nuno Severiano Teixeira reúne-se ainda com o comandante da força da Nato ISAF no Afeganistão, General Dan McNeill.;Afeganistão;LOC;;Nuno Severiano Teixeira;PER
Nuno Severiano Teixeira reúne-se ainda com o comandante da força da Nato ISAF no Afeganistão, General Dan McNeill.;Afeganistão;LOC;;General Dan McNeill;PER
Nuno Severiano Teixeira reúne-se ainda com o comandante da força da Nato ISAF no Afeganistão, General Dan McNeill.;Nato ISAF;ORG;;Nuno Severiano Teixeira;PER
Nuno Severiano Teixeira reúne-se ainda com o comandante da força da Nato ISAF no Afeganistão, General Dan McNeill.;Nato ISAF;ORG;comandante da força da;General Dan McNeill;PER
Nuno Severiano Teixeira reúne-se ainda com o comandante da força da Nato ISAF no Afeganistão, General Dan McNeill.;Nuno Severiano Teixeira;PER;reúne-se ainda com;General Dan McNeill;PER
O achado foi apresentado por Mark Mattson, do Instituto Nacional do Envelhecimentos dos EUA, durante a 170ª Reunião Anual da Associação Americana para o Avanço da Ciência, em Seattle, no noroeste dos Estados Unidos.;Estados Unidos;LOC;no noroeste dos;Seattle;LOC
O achado foi apresentado por Mark Mattson, do Instituto Nacional do Envelhecimentos dos EUA, durante a 170ª Reunião Anual da Associação Americana para o Avanço da Ciência, em Seattle, no noroeste dos Estados Unidos.;Reunião Anual;PER;em;Seattle;LOC
O achado foi apresentado por Mark Mattson, do Instituto Nacional do Envelhecimentos dos EUA, durante a 170ª Reunião Anual da Associação Americana para o Avanço da Ciência, em Seattle, no noroeste dos Estados Unidos.;Reunião Anual;PER;;Instituto Nacional do Envelhecimentos dos EUA;LOC
O achado foi apresentado por Mark Mattson, do Instituto Nacional do Envelhecimentos dos EUA, durante a 170ª Reunião Anual da Associação Americana para o Avanço da Ciência, em Seattle, no noroeste dos Estados Unidos.;Reunião Anual;PER;da;Associação Americana para o Avanço da Ciência;ORG
O achado foi apresentado por Mark Mattson, do Instituto Nacional do Envelhecimentos dos EUA, durante a 170ª Reunião Anual da Associação Americana para o Avanço da Ciência, em Seattle, no noroeste dos Estados Unidos.;Reunião Anual;PER;;Associação Americana para o Avanço da Ciência;ORG
O achado foi apresentado por Mark Mattson, do Instituto Nacional do Envelhecimentos dos EUA, durante a 170ª Reunião Anual da Associação Americana para o Avanço da Ciência, em Seattle, no noroeste dos Estados Unidos.;Seattle;LOC;;Associação Americana para o Avanço da Ciência;ORG
O achado foi apresentado por Mark Mattson, do Instituto Nacional do Envelhecimentos dos EUA, durante a 170ª Reunião Anual da Associação Americana para o Avanço da Ciência, em Seattle, no noroeste dos Estados Unidos.;Seattle;LOC;;Mark Mattson;PER
O achado foi apresentado por Mark Mattson, do Instituto Nacional do Envelhecimentos dos EUA, durante a 170ª Reunião Anual da Associação Americana para o Avanço da Ciência, em Seattle, no noroeste dos Estados Unidos.;Instituto Nacional do Envelhecimentos dos EUA;LOC;;Associação Americana para o Avanço da Ciência;ORG
O achado foi apresentado por Mark Mattson, do Instituto Nacional do Envelhecimentos dos EUA, durante a 170ª Reunião Anual da Associação Americana para o Avanço da Ciência, em Seattle, no noroeste dos Estados Unidos.;Instituto Nacional do Envelhecimentos dos EUA;LOC;do;Mark Mattson;PER
O achado foi apresentado por Mark Mattson, do Instituto Nacional do Envelhecimentos dos EUA, durante a 170ª Reunião Anual da Associação Americana para o Avanço da Ciência, em Seattle, no noroeste dos Estados Unidos.;Associação Americana para o Avanço da Ciência;ORG;;Mark Mattson;PER
O anúncio foi feito ontem, em São Francisco, nos Eua, onde decorre a Macworld, feira que a Apple organiza todos os anos para apresentar as suas novidades.;São Francisco;LOC;;Macworld;LOC
O anúncio foi feito ontem, em São Francisco, nos Eua, onde decorre a Macworld, feira que a Apple organiza todos os anos para apresentar as suas novidades.;São Francisco;LOC;nos;Eua;LOC
O anúncio foi feito ontem, em São Francisco, nos Eua, onde decorre a Macworld, feira que a Apple organiza todos os anos para apresentar as suas novidades.;São Francisco;LOC;;Apple;ORG
O anúncio foi feito ontem, em São Francisco, nos Eua, onde decorre a Macworld, feira que a Apple organiza todos os anos para apresentar as suas novidades.;Macworld;LOC;onde decorre a;Eua;LOC
O anúncio foi feito ontem, em São Francisco, nos Eua, onde decorre a Macworld, feira que a Apple organiza todos os anos para apresentar as suas novidades.;Macworld;LOC;feira que a;Apple;ORG
O anúncio foi feito ontem, em São Francisco, nos Eua, onde decorre a Macworld, feira que a Apple organiza todos os anos para apresentar as suas novidades.;Eua;LOC;;Apple;ORG
O Apple Business Chat chegou ao Brasil .;Brasil;LOC;chegou ao;Apple Business Chat;ORG
O aumento da temperatura na Antártida durante o último século foi de 1,2°C, pelo menos o dobro da média no resto do planeta, que ficou entre 0,2°C e 0,6°C, segundo o Painel Intergovernamental de Mudança Climática, órgão da ONU.;Painel Intergovernamental de Mudança Climática;MISC;;Antártida;LOC
O aumento da temperatura na Antártida durante o último século foi de 1,2°C, pelo menos o dobro da média no resto do planeta, que ficou entre 0,2°C e 0,6°C, segundo o Painel Intergovernamental de Mudança Climática, órgão da ONU.;Painel Intergovernamental de Mudança Climática;MISC;órgão da;ONU;MISC
O aumento da temperatura na Antártida durante o último século foi de 1,2°C, pelo menos o dobro da média no resto do planeta, que ficou entre 0,2°C e 0,6°C, segundo o Painel Intergovernamental de Mudança Climática, órgão da ONU.;Antártida;LOC;;ONU;MISC
O Banco BMG e o Clube Atlético Mineiro se uniram para marcar a história mineira mais uma vez , com o lançamento do Meu Galo BMG .;Clube Atlético Mineiro;ORG;se uniram;Banco BMG;ORG
O Banco BMG e o Clube Atlético Mineiro se uniram para marcar a história mineira mais uma vez , com o lançamento do Meu Galo BMG .;Clube Atlético Mineiro;ORG;;Meu Galo BMG;MISC
O Banco BMG e o Clube Atlético Mineiro se uniram para marcar a história mineira mais uma vez , com o lançamento do Meu Galo BMG .;Banco BMG;ORG;;Meu Galo BMG;MISC
O banco CBSS , controlado pelos sócios Bradesco e Banco do Brasil , fez uma parceria com a fintech Geru para empréstimos a pessoas físicas .;fintech Geru;MISC;fez uma parceria com;CBSS;ORG
O banco CBSS , controlado pelos sócios Bradesco e Banco do Brasil , fez uma parceria com a fintech Geru para empréstimos a pessoas físicas .;fintech Geru;MISC;;Banco do Brasil;ORG
O banco CBSS , controlado pelos sócios Bradesco e Banco do Brasil , fez uma parceria com a fintech Geru para empréstimos a pessoas físicas .;fintech Geru;MISC;;Bradesco;ORG
O banco CBSS , controlado pelos sócios Bradesco e Banco do Brasil , fez uma parceria com a fintech Geru para empréstimos a pessoas físicas .;CBSS;ORG;;Banco do Brasil;ORG
O banco CBSS , controlado pelos sócios Bradesco e Banco do Brasil , fez uma parceria com a fintech Geru para empréstimos a pessoas físicas .;CBSS;ORG;controlado pelos sócios;Bradesco;ORG
O banco CBSS , controlado pelos sócios Bradesco e Banco do Brasil , fez uma parceria com a fintech Geru para empréstimos a pessoas físicas .;Banco do Brasil;ORG;;Bradesco;ORG
O Banco Central trabalha na construção de um programa , em parceria com os Bancos , para que os tomadores de crédito que realizem cursos e treinamentos em educação financeira sejam beneficiados com descontos nas taxas de seus financiamento.;Banco Central;LOC;em parceria com;Bancos;ORG
O Banco Central do Brasil selecionou nesta segunda-feira,  20 projetos de fintechs que integrarão o Laboratório de Inovação Financeira e Tecnológicas . ;Laboratório de Inovação Financeira e Tecnológicas;ORG;;Banco Central do Brasil;LOC
O banco digital alemão N26 já está presente em 26 países da Comunidade Europeia e anunciou há um mês a decisão de se expandir para os EUA e , em seguida , o Brasil .;Comunidade Europeia;ORG;já está presente em;N26;MISC
O Banco do Brasil fechou uma parceria com a Visa para agilizar pagamentos via débito através de um novo protocolo .;Banco do Brasil;ORG;fechou uma parceria com;Visa;ORG
O banco HSBC firmou uma parceria com a empresa de tecnologia financeira Marstone para lançar uma solução de consultor-robô de investimentos .;Marstone;PER;firmou uma parceria com;banco HSBC;ORG
O Banco Inter não é aceito por algumas empresas como o Google Adsense , Skrill e Neteller .;Neteller;PER;;Skrill;ORG
O Banco Inter não é aceito por algumas empresas como o Google Adsense , Skrill e Neteller .;Neteller;PER;;Banco Inter;ORG
O Banco Inter não é aceito por algumas empresas como o Google Adsense , Skrill e Neteller .;Google Adsense;MISC;;Skrill;ORG
O Banco Inter não é aceito por algumas empresas como o Google Adsense , Skrill e Neteller .;Google Adsense;MISC;não é aceito por;Banco Inter;ORG
O Banco Inter não é aceito por algumas empresas como o Google Adsense , Skrill e Neteller .;Skrill;ORG;não é aceito por;Banco Inter;ORG
O Banco Original , que abriu APIs ainda em 2016 , também trabalha em um modelo com ênfase no open banking . ;Banco Original;ORG;que abriu;APIs;MISC
Um divisor de águas foi o posicionamento do então Ministério da Fazenda em ação movida pelo Bradesco contra o GuiaBolso .;Ministério da Fazenda;LOC;;GuiaBolso;MISC
Um divisor de águas foi o posicionamento do então Ministério da Fazenda em ação movida pelo Bradesco contra o GuiaBolso .;Ministério da Fazenda;LOC;em ação movida pelo;Bradesco;ORG
Um divisor de águas foi o posicionamento do então Ministério da Fazenda em ação movida pelo Bradesco contra o GuiaBolso .;GuiaBolso;MISC;contra o;Bradesco;ORG
O Banco Original começará a divulgar uma série de parcerias com fintechs , segundo fontes ouvidas pelo GLOBO .;GLOBO;ORG;;Banco;ORG
O Banco Pan anunciou seu cartão com cashback em parceria com o Méliuz , portal de vantagens especializado no programa .;Banco Pan;ORG;em parceria com;Méliuz;LOC
O banco Pan será usado pelo BTG para expandir sua presença no varejo voltado para as classes C e D .;BTG;ORG;será usado pelo;banco Pan;ORG
O banco Safra assinou contrato de dez anos para uso da rede da Claro .;banco Safra;ORG;assinou contrato de dez anos para uso da;Claro;ORG
O biólogo William Eberhard, da Universidade da Costa Rica, descobriu que as larvas de esse inseto, ao parasitar a aranha Plesiometa argyra, provocam mudanças no comportamento da hospedeira.;Plesiometa;LOC;;Universidade da Costa Rica;LOC
O biólogo William Eberhard, da Universidade da Costa Rica, descobriu que as larvas de esse inseto, ao parasitar a aranha Plesiometa argyra, provocam mudanças no comportamento da hospedeira.;Plesiometa;LOC;;William Eberhard;PER
O biólogo William Eberhard, da Universidade da Costa Rica, descobriu que as larvas de esse inseto, ao parasitar a aranha Plesiometa argyra, provocam mudanças no comportamento da hospedeira.;Universidade da Costa Rica;LOC;da;William Eberhard;PER
O Bradesco oferece conexão 3G gratuita para MEI .;MEI;MISC;oferece conexão 3G gratuita para;Bradesco;ORG
O C6 Bank é o banco digital de Marcelo Kalim , Carlos Fonseca e Leandro Torres , todos egressos do BTG Pactual .;Marcelo Kalim;PER;todos egressos do;BTG Pactual;MISC
O C6 Bank é o banco digital de Marcelo Kalim , Carlos Fonseca e Leandro Torres , todos egressos do BTG Pactual .;Marcelo Kalim;PER;;Carlos Fonseca;PER
O C6 Bank é o banco digital de Marcelo Kalim , Carlos Fonseca e Leandro Torres , todos egressos do BTG Pactual .;Marcelo Kalim;PER;é o banco digital de;C6 Bank;ORG
O C6 Bank é o banco digital de Marcelo Kalim , Carlos Fonseca e Leandro Torres , todos egressos do BTG Pactual .;BTG Pactual;MISC;;Carlos Fonseca;PER
O C6 Bank é o banco digital de Marcelo Kalim , Carlos Fonseca e Leandro Torres , todos egressos do BTG Pactual .;BTG Pactual;MISC;;C6 Bank;ORG
O capital eleva a rodada da Série H de investimentos da Grab para mais de US$4, 5 bilhões .;Grab;ORG;de investimentos da;Série H;MISC
O CEC é o interlocutor natural junto da CCR para todas as associações da região centro, portanto junto do poder regional.;CEC;ORG;é o interlocutor natural junto da;CCR;ORG
O CEC foi reconhecido há dois anos como Câmara do Comércio e Industria.;CEC;ORG;foi reconhecido há dois anos como;Câmara do Comércio e Industria;LOC
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Ermírio de Moraes;PER;;Banco do Brasil;ORG
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Ermírio de Moraes;PER;;chatbot Olivia;MISC
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Ermírio de Moraes;PER;do grupo;Votorantim;LOC
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Ermírio de Moraes;PER;da quarta geração de herdeiros da família;Lucas Moraes;MISC
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Banco do Brasil;ORG;;chatbot Olivia;MISC
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Banco do Brasil;ORG;;Votorantim;LOC
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Banco do Brasil;ORG;;Lucas Moraes;MISC
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;chatbot Olivia;MISC;;Votorantim;LOC
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;chatbot Olivia;MISC;criado por;Lucas Moraes;MISC
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;chatbot Olivia;MISC;como seus novos clientes;Banco do Brasil;MISC
O CONCRED será realizado entre os dias 21 e 23 de novembro , em Florianópolis .;Florianópolis;LOC;em;CONCRED;MISC
O Conselho Administrativo de Defesa Econômica pode impor restrições à compra de parte da Ticket Serviços pelo Itaú , anunciada em setembro .;Conselho Administrativo de Defesa Econômica;ORG;pode impor restrições à compra de parte da;Ticket Serviços;LOC
O Conselho Administrativo de Defesa Econômica pode impor restrições à compra de parte da Ticket Serviços pelo Itaú , anunciada em setembro .;Conselho Administrativo de Defesa Econômica;ORG;;Itaú;LOC
O Conselho Administrativo de Defesa Econômica pode impor restrições à compra de parte da Ticket Serviços pelo Itaú , anunciada em setembro .;Ticket Serviços;LOC;pelo;Itaú;LOC
O Conselho de Ministros aprovou o projecto de lei sobre o Provedor de Justiça que está neste momento no Parlamento Nacional.;Conselho de Ministros;ORG;;Parlamento Nacional;ORG
O Conselho de Ministros aprovou o projecto de lei sobre o Provedor de Justiça que está neste momento no Parlamento Nacional.;Conselho de Ministros;ORG;aprovou o projecto de lei sobre o;Provedor de Justiça;PER
O Conselho de Ministros aprovou o projecto de lei sobre o Provedor de Justiça que está neste momento no Parlamento Nacional.;Parlamento Nacional;ORG;que está neste momento no;Provedor de Justiça;PER
O Conselho Europeu Metodista reuniu no passado mês de Setembro em Stuttgart, Alemanha.;Stuttgart;LOC;;Alemanha;LOC
O Conselho Europeu Metodista reuniu no passado mês de Setembro em Stuttgart, Alemanha.;Stuttgart;LOC;reuniu;Conselho Europeu Metodista;ORG
O Conselho Europeu Metodista reuniu no passado mês de Setembro em Stuttgart, Alemanha.;Alemanha;LOC;;Conselho Europeu Metodista;ORG
